pitcher_id,pitcher_name,batter_id,pitcher_hand,batter_hand,release_speed,pitch_type,plate_x,plate_z,pfx_x,pfx_z,balls,strikes,events,description,sz_top,sz_bot,arm_angle,swing_status,swing_outcome,bbe_outcome,plat_adv,pitch_group,batter_name
663568,"Kolek, Stephen",572761,R,L,95.7,SI,0.5,3.48,-1.02,0.61,2,2,strikeout,called_strike,3.59,1.76,33.6,take,whiff,out,0,SI,"Carpenter, Matt"
663568,"Kolek, Stephen",572761,R,L,92.8,FC,0.8,3.01,-0.03,0.71,2,1,,foul,3.57,1.74,34.2,swing,foul,out,0,FC,"Carpenter, Matt"
663568,"Kolek, Stephen",572761,R,L,97.0,SI,0.92,2.71,-1.35,0.37,1,1,,ball,3.64,1.73,32.4,take,whiff,out,0,SI,"Carpenter, Matt"
663568,"Kolek, Stephen",572761,R,L,93.4,FC,1.23,2.36,0.04,0.59,1,0,,swinging_strike,3.57,1.74,34.6,swing,whiff,out,0,FC,"Carpenter, Matt"
663568,"Kolek, Stephen",572761,R,L,95.5,SI,1.02,2.46,-1.38,0.4,0,0,,ball,3.64,1.79,36.2,take,whiff,out,0,SI,"Carpenter, Matt"
663568,"Kolek, Stephen",575929,R,R,95.5,SI,-1.31,3.25,-1.09,0.31,0,1,hit_by_pitch,hit_by_pitch,3.35,1.54,35.9,take,whiff,out,1,SI,"Contreras, Willson"
663568,"Kolek, Stephen",575929,R,R,95.9,SI,-0.07,2.62,-1.36,0.19,0,0,,called_strike,3.27,1.5,34.8,take,whiff,out,1,SI,"Contreras, Willson"
663568,"Kolek, Stephen",571448,R,R,83.7,ST,-0.36,2.05,1.58,-0.28,2,2,field_out,hit_into_play,3.39,1.68,28.0,swing,bip,out,1,ST,"Arenado, Nolan"
663568,"Kolek, Stephen",571448,R,R,96.0,SI,1.25,1.69,-1.27,0.27,1,2,,ball,3.27,1.62,33.3,take,whiff,out,1,SI,"Arenado, Nolan"
663568,"Kolek, Stephen",571448,R,R,95.8,SI,-0.69,1.95,-1.51,0.03,1,1,,foul,3.39,1.68,32.8,swing,foul,out,1,SI,"Arenado, Nolan"
663568,"Kolek, Stephen",571448,R,R,95.0,SI,1.01,1.27,-1.21,0.27,0,1,,ball,3.35,1.51,35.4,take,whiff,out,1,SI,"Arenado, Nolan"
663568,"Kolek, Stephen",571448,R,R,82.5,ST,0.27,2.49,1.44,-0.27,0,0,,called_strike,3.14,1.48,33.3,take,whiff,out,1,ST,"Arenado, Nolan"
663568,"Kolek, Stephen",669357,R,L,91.7,FC,0.23,2.87,-0.05,0.52,0,0,single,hit_into_play,3.4,1.63,29.4,swing,bip,single,0,FC,"Gorman, Nolan"
666745,"Brito, Jhony",502671,R,R,90.6,CH,0.62,1.21,-1.34,0.76,3,2,walk,ball,3.36,1.5,57.8,take,whiff,out,1,CH,"Goldschmidt, Paul"
666745,"Brito, Jhony",502671,R,R,97.4,FF,-0.31,3.61,-1.06,1.12,3,2,,foul,3.44,1.67,50.5,swing,foul,out,1,FF,"Goldschmidt, Paul"
666745,"Brito, Jhony",502671,R,R,90.5,CH,0.87,2.65,-1.46,0.64,3,1,,called_strike,3.39,1.53,63.0,take,whiff,out,1,CH,"Goldschmidt, Paul"
666745,"Brito, Jhony",502671,R,R,97.6,SI,-1.7,2.57,-1.35,0.84,2,1,,ball,3.29,1.5,52.4,take,whiff,out,1,SI,"Goldschmidt, Paul"
666745,"Brito, Jhony",502671,R,R,89.6,CH,0.84,3.07,-1.45,1.14,1,1,,ball,3.29,1.5,62.2,take,whiff,out,1,CH,"Goldschmidt, Paul"
666745,"Brito, Jhony",502671,R,R,91.4,CH,0.44,2.28,-1.51,0.71,1,0,,called_strike,3.3,1.5,54.7,take,whiff,out,1,CH,"Goldschmidt, Paul"
666745,"Brito, Jhony",502671,R,R,97.6,SI,-1.64,4.06,-1.48,0.78,0,0,,ball,3.29,1.46,57.2,take,whiff,out,1,SI,"Goldschmidt, Paul"
666745,"Brito, Jhony",680977,R,L,90.4,CH,-0.16,2.08,-1.28,0.76,3,1,home_run,hit_into_play,3.24,1.59,61.8,swing,bip,home_run,0,CH,"Donovan, Brendan"
666745,"Brito, Jhony",680977,R,L,96.4,FF,-0.38,5.0,-0.94,1.08,2,1,,ball,3.18,1.55,52.2,take,whiff,out,0,FF,"Donovan, Brendan"
666745,"Brito, Jhony",680977,R,L,91.6,CH,0.04,1.84,-1.01,0.93,2,0,,foul,3.24,1.59,60.0,swing,foul,out,0,CH,"Donovan, Brendan"
666745,"Brito, Jhony",680977,R,L,90.8,CH,0.58,1.23,-1.12,0.91,1,0,,ball,3.2,1.5,57.9,take,whiff,out,0,CH,"Donovan, Brendan"
666745,"Brito, Jhony",680977,R,L,88.2,SL,1.08,4.13,0.4,0.24,0,0,,ball,3.24,1.53,56.0,take,whiff,out,0,SL,"Donovan, Brendan"
666745,"Brito, Jhony",691026,R,R,85.3,ST,1.25,2.31,0.74,-0.41,0,2,single,hit_into_play,3.45,1.57,50.0,swing,bip,single,1,ST,"Winn, Masyn"
666745,"Brito, Jhony",691026,R,R,90.0,CH,0.94,2.05,-1.09,0.59,0,1,,called_strike,3.35,1.53,60.5,take,whiff,out,1,CH,"Winn, Masyn"
666745,"Brito, Jhony",691026,R,R,97.2,SI,-1.13,2.54,-1.45,0.9,0,0,,foul,3.45,1.57,48.8,swing,foul,out,1,SI,"Winn, Masyn"
666745,"Brito, Jhony",687363,R,L,90.0,CH,0.47,1.76,-1.21,0.74,1,2,strikeout,called_strike,3.17,1.47,55.2,take,whiff,out,0,CH,"Scott II, Victor"
666745,"Brito, Jhony",687363,R,L,91.5,CH,-0.16,2.61,-1.25,0.83,1,1,,swinging_strike,3.3,1.5,54.4,swing,whiff,out,0,CH,"Scott II, Victor"
666745,"Brito, Jhony",687363,R,L,96.6,FF,1.06,3.46,-1.06,1.16,0,1,,ball,3.22,1.49,50.1,take,whiff,out,0,FF,"Scott II, Victor"
666745,"Brito, Jhony",687363,R,L,90.9,CH,0.33,2.79,-1.15,0.65,0,0,,called_strike,3.2,1.49,51.7,take,whiff,out,0,CH,"Scott II, Victor"
666745,"Brito, Jhony",691023,R,R,99.1,FF,0.1,3.65,-1.09,1.11,2,1,single,hit_into_play,3.78,1.81,54.6,swing,bip,single,1,FF,"Walker, Jordan"
666745,"Brito, Jhony",691023,R,R,96.6,SI,-1.55,3.59,-1.45,0.84,1,1,,ball,3.72,1.8,54.1,take,whiff,out,1,SI,"Walker, Jordan"
666745,"Brito, Jhony",691023,R,R,90.3,CH,0.7,1.87,-1.26,0.53,1,0,,called_strike,3.7,1.81,59.9,take,whiff,out,1,CH,"Walker, Jordan"
666745,"Brito, Jhony",691023,R,R,96.8,SI,-1.81,3.07,-1.4,0.8,0,0,,ball,3.68,1.77,54.5,take,whiff,out,1,SI,"Walker, Jordan"
666745,"Brito, Jhony",572761,R,L,90.6,CH,-0.14,2.71,-1.35,0.52,1,2,field_out,hit_into_play,3.57,1.74,53.2,swing,bip,out,0,CH,"Carpenter, Matt"
666745,"Brito, Jhony",572761,R,L,89.8,CH,-0.36,2.15,-1.27,0.36,1,1,,foul,3.57,1.74,49.2,swing,foul,out,0,CH,"Carpenter, Matt"
666745,"Brito, Jhony",572761,R,L,97.0,FF,-0.15,3.26,-1.21,1.11,1,0,,swinging_strike,3.57,1.74,48.6,swing,whiff,out,0,FF,"Carpenter, Matt"
666745,"Brito, Jhony",572761,R,L,80.9,KC,-0.62,4.16,0.09,-0.67,0,0,,ball,3.51,1.7,54.0,take,whiff,out,0,CU,"Carpenter, Matt"
666745,"Brito, Jhony",575929,R,R,97.3,SI,-0.44,2.73,-1.41,1.03,0,0,field_out,hit_into_play,3.35,1.54,56.0,swing,bip,out,1,SI,"Contreras, Willson"
663362,"Waldron, Matt",571448,R,R,87.8,SI,-0.02,2.3,-1.38,0.64,1,0,single,hit_into_play,3.39,1.68,29.5,swing,bip,single,1,SI,"Arenado, Nolan"
663362,"Waldron, Matt",571448,R,R,88.7,FF,1.77,1.91,-0.63,1.02,0,0,,ball,3.26,1.64,29.3,take,whiff,out,1,FF,"Arenado, Nolan"
663362,"Waldron, Matt",669357,R,L,90.7,FF,0.61,3.77,-0.85,1.26,1,2,,foul,3.4,1.63,24.6,swing,foul,out,0,FF,"Gorman, Nolan"
663362,"Waldron, Matt",669357,R,L,86.4,FC,1.04,2.69,0.2,0.69,0,1,,foul,3.4,1.63,24.7,swing,foul,out,0,FC,"Gorman, Nolan"
663362,"Waldron, Matt",502671,R,R,90.9,SI,0.02,3.14,-1.22,0.58,2,2,strikeout,swinging_strike,3.44,1.67,26.5,swing,whiff,out,1,SI,"Goldschmidt, Paul"
663362,"Waldron, Matt",502671,R,R,89.3,SI,-1.04,2.9,-1.32,0.62,2,1,,foul,3.44,1.67,29.1,swing,foul,out,1,SI,"Goldschmidt, Paul"
663362,"Waldron, Matt",502671,R,R,78.4,ST,1.13,1.83,1.42,0.19,1,1,,ball,3.31,1.57,27.8,take,whiff,out,1,ST,"Goldschmidt, Paul"
663362,"Waldron, Matt",502671,R,R,78.7,ST,0.85,1.64,1.44,0.22,0,0,,called_strike,3.32,1.63,24.5,take,whiff,out,1,ST,"Goldschmidt, Paul"
663362,"Waldron, Matt",680977,R,L,90.0,SI,-0.18,3.62,-1.22,0.57,3,2,walk,ball,3.13,1.54,24.9,take,whiff,out,0,SI,"Donovan, Brendan"
663362,"Waldron, Matt",680977,R,L,85.9,FC,0.59,3.36,0.04,0.66,3,2,,foul,3.24,1.59,26.7,swing,foul,out,0,FC,"Donovan, Brendan"
663362,"Waldron, Matt",680977,R,L,85.6,FC,0.54,2.26,0.25,0.85,3,1,,foul_bunt,3.24,1.59,33.4,take,whiff,out,0,FC,"Donovan, Brendan"
663362,"Waldron, Matt",680977,R,L,86.9,FC,1.48,2.49,0.16,0.45,2,1,,ball,3.17,1.5,29.5,take,whiff,out,0,FC,"Donovan, Brendan"
663362,"Waldron, Matt",680977,R,L,87.0,FC,0.55,2.23,0.04,0.58,0,0,,called_strike,3.15,1.56,29.7,take,whiff,out,0,FC,"Donovan, Brendan"
663362,"Waldron, Matt",691026,R,R,78.1,ST,0.71,2.22,1.46,0.39,1,0,,called_strike,3.35,1.47,26.7,take,whiff,out,1,ST,"Winn, Masyn"
663362,"Waldron, Matt",691026,R,R,88.6,SI,1.63,2.52,-1.26,0.54,0,0,,ball,3.45,1.54,28.2,take,whiff,out,1,SI,"Winn, Masyn"
663362,"Waldron, Matt",687363,R,L,90.4,FF,0.48,3.73,-0.77,1.21,1,2,strikeout,foul_tip,3.3,1.5,25.7,take,whiff,out,0,FF,"Scott II, Victor"
663362,"Waldron, Matt",687363,R,L,90.4,FF,0.24,3.55,-1.11,1.07,0,2,,foul,3.3,1.5,21.6,swing,foul,out,0,FF,"Scott II, Victor"
663362,"Waldron, Matt",691023,R,R,90.8,SI,0.45,2.24,-1.54,0.62,0,0,single,hit_into_play,3.78,1.81,27.2,swing,bip,single,1,SI,"Walker, Jordan"
663362,"Waldron, Matt",572761,R,L,85.9,FC,0.64,3.53,0.13,0.83,2,1,single,hit_into_play,3.57,1.74,30.4,swing,bip,single,0,FC,"Carpenter, Matt"
663362,"Waldron, Matt",572761,R,L,88.8,FF,-0.24,3.66,-0.98,1.18,1,0,,called_strike,3.65,1.86,28.6,take,whiff,out,0,FF,"Carpenter, Matt"
663362,"Waldron, Matt",572761,R,L,89.4,FF,1.0,2.26,-0.96,1.24,0,0,,ball,3.56,1.8,27.1,take,whiff,out,0,FF,"Carpenter, Matt"
663362,"Waldron, Matt",575929,R,R,90.1,SI,0.3,2.13,-1.41,0.58,1,0,field_out,hit_into_play,3.35,1.54,25.9,swing,bip,out,1,SI,"Contreras, Willson"
663362,"Waldron, Matt",575929,R,R,89.8,SI,1.6,2.12,-1.26,0.58,0,0,,ball,3.25,1.48,28.9,take,whiff,out,1,SI,"Contreras, Willson"
663362,"Waldron, Matt",571448,R,R,88.3,SI,-0.37,2.83,-1.43,0.77,0,1,field_out,hit_into_play,3.39,1.68,29.3,swing,bip,out,1,SI,"Arenado, Nolan"
663362,"Waldron, Matt",571448,R,R,88.8,SI,0.83,1.77,-1.65,0.69,0,0,,called_strike,3.33,1.63,34.9,take,whiff,out,1,SI,"Arenado, Nolan"
663362,"Waldron, Matt",669357,R,L,90.1,FF,0.8,3.3,-0.91,1.21,1,2,,foul,3.4,1.63,25.7,swing,foul,out,0,FF,"Gorman, Nolan"
663362,"Waldron, Matt",502671,R,R,90.8,SI,0.55,2.57,-1.35,0.66,0,0,,called_strike,3.36,1.54,23.1,take,whiff,out,1,SI,"Goldschmidt, Paul"
663362,"Waldron, Matt",680977,R,L,79.7,ST,0.15,2.09,1.38,0.51,1,1,double,hit_into_play,3.24,1.59,27.2,swing,bip,double,0,ST,"Donovan, Brendan"
663362,"Waldron, Matt",680977,R,L,87.5,FC,0.85,2.48,-0.05,0.9,0,0,,foul,3.24,1.59,27.1,swing,foul,out,0,FC,"Donovan, Brendan"
663362,"Waldron, Matt",691026,R,R,90.2,SI,-0.51,1.97,-1.39,0.69,2,1,,called_strike,3.39,1.52,27.8,take,whiff,out,1,SI,"Winn, Masyn"
663362,"Waldron, Matt",691026,R,R,90.8,SI,1.3,2.11,-1.56,0.56,1,1,,ball,3.43,1.56,25.6,take,whiff,out,1,SI,"Winn, Masyn"
663362,"Waldron, Matt",691026,R,R,89.5,SI,0.45,3.11,-1.13,0.53,0,0,,called_strike,3.46,1.57,28.2,take,whiff,out,1,SI,"Winn, Masyn"
663362,"Waldron, Matt",687363,R,L,90.4,FF,0.11,2.72,-0.78,1.37,3,2,field_out,hit_into_play,3.3,1.5,30.0,swing,bip,out,0,FF,"Scott II, Victor"
663362,"Waldron, Matt",687363,R,L,79.1,ST,-1.27,1.84,1.63,0.11,2,2,,ball,3.15,1.44,28.4,take,whiff,out,0,ST,"Scott II, Victor"
663362,"Waldron, Matt",687363,R,L,90.6,FF,0.16,3.22,-0.73,1.09,2,2,,foul,3.3,1.5,29.2,swing,foul,out,0,FF,"Scott II, Victor"
663362,"Waldron, Matt",687363,R,L,87.6,FF,0.18,2.9,-0.73,1.4,0,0,,foul,3.3,1.5,31.7,swing,foul,out,0,FF,"Scott II, Victor"
663362,"Waldron, Matt",691023,R,R,91.2,FF,0.35,2.97,-0.83,1.44,2,2,strikeout,swinging_strike,3.78,1.81,28.8,swing,whiff,out,1,FF,"Walker, Jordan"
663362,"Waldron, Matt",691023,R,R,78.7,ST,0.86,1.49,1.3,0.53,1,1,,ball,3.75,1.84,27.1,take,whiff,out,1,ST,"Walker, Jordan"
663362,"Waldron, Matt",691023,R,R,90.8,SI,0.77,2.43,-1.59,0.78,0,0,,called_strike,3.88,1.87,28.5,take,whiff,out,1,SI,"Walker, Jordan"
663362,"Waldron, Matt",572761,R,L,90.6,FF,0.29,3.9,-0.76,1.13,0,0,single,hit_into_play,3.57,1.74,27.7,swing,bip,single,0,FF,"Carpenter, Matt"
663362,"Waldron, Matt",575929,R,R,90.8,FF,-0.26,4.14,-0.71,1.22,0,2,,ball,3.26,1.51,24.2,take,whiff,out,1,FF,"Contreras, Willson"
663362,"Waldron, Matt",575929,R,R,89.9,SI,0.21,2.8,-1.26,0.54,0,0,,called_strike,3.14,1.43,26.0,take,whiff,out,1,SI,"Contreras, Willson"
663362,"Waldron, Matt",571448,R,R,78.9,ST,1.29,0.86,1.21,-0.09,1,1,,ball,3.14,1.46,28.0,take,whiff,out,1,ST,"Arenado, Nolan"
663362,"Waldron, Matt",571448,R,R,90.4,SI,-0.13,3.05,-1.38,0.43,1,0,,called_strike,3.38,1.68,27.8,take,whiff,out,1,SI,"Arenado, Nolan"
663362,"Waldron, Matt",669357,R,L,92.9,FF,0.94,3.11,-1.04,1.38,1,2,strikeout,swinging_strike,3.4,1.63,27.3,swing,whiff,out,0,FF,"Gorman, Nolan"
663362,"Waldron, Matt",669357,R,L,79.1,ST,-0.61,2.44,1.45,0.37,0,1,,called_strike,3.52,1.57,30.0,take,whiff,out,0,ST,"Gorman, Nolan"
663362,"Waldron, Matt",502671,R,R,90.7,SI,0.83,2.28,-1.37,0.7,2,0,,foul,3.44,1.67,28.1,swing,foul,out,1,SI,"Goldschmidt, Paul"
663362,"Waldron, Matt",502671,R,R,91.6,FF,1.36,1.72,-0.94,1.29,0,0,,ball,3.32,1.54,30.3,take,whiff,out,1,FF,"Goldschmidt, Paul"
663362,"Waldron, Matt",680977,R,L,92.4,FF,0.08,3.57,-1.04,1.35,1,2,single,hit_into_play,3.24,1.59,26.8,swing,bip,single,0,FF,"Donovan, Brendan"
663362,"Waldron, Matt",680977,R,L,91.2,FF,0.57,3.46,-0.73,1.43,0,0,,called_strike,3.28,1.63,31.5,take,whiff,out,0,FF,"Donovan, Brendan"
543339,"Hudson, Daniel",571448,R,R,88.3,SL,0.65,1.49,0.0,0.29,1,2,field_out,hit_into_play,3.38,1.67,32.4,swing,bip,out,1,SL,"Arenado, Nolan"
543339,"Hudson, Daniel",571448,R,R,95.9,FF,1.08,1.93,-0.73,1.33,0,2,,ball,3.39,1.73,28.4,take,whiff,out,1,FF,"Arenado, Nolan"
543339,"Hudson, Daniel",571448,R,R,88.0,SL,0.73,0.79,0.16,0.26,0,1,,swinging_strike,3.38,1.67,32.5,swing,whiff,out,1,SL,"Arenado, Nolan"
543339,"Hudson, Daniel",571448,R,R,95.3,FF,1.02,2.04,-0.56,1.31,0,0,,swinging_strike,3.38,1.67,29.0,swing,whiff,out,1,FF,"Arenado, Nolan"
543339,"Hudson, Daniel",669357,R,L,87.9,SL,-0.25,2.92,0.06,0.23,2,2,strikeout,swinging_strike,3.33,1.58,31.7,swing,whiff,out,0,SL,"Gorman, Nolan"
543339,"Hudson, Daniel",669357,R,L,88.8,SL,0.49,2.82,0.27,0.53,2,2,,foul,3.33,1.58,33.9,swing,foul,out,0,SL,"Gorman, Nolan"
543339,"Hudson, Daniel",669357,R,L,89.0,SL,-0.52,2.46,0.14,0.56,2,1,,called_strike,3.37,1.55,30.8,take,whiff,out,0,SL,"Gorman, Nolan"
543339,"Hudson, Daniel",669357,R,L,89.1,CH,-1.51,2.56,-1.45,0.91,1,1,,ball,3.32,1.63,31.1,take,whiff,out,0,CH,"Gorman, Nolan"
543339,"Hudson, Daniel",669357,R,L,95.0,FF,0.01,1.59,-0.66,1.25,1,0,,called_strike,3.49,1.58,27.7,take,whiff,out,0,FF,"Gorman, Nolan"
543339,"Hudson, Daniel",669357,R,L,95.7,FF,1.36,2.06,-0.69,1.24,0,0,,ball,3.47,1.62,27.0,take,whiff,out,0,FF,"Gorman, Nolan"
543339,"Hudson, Daniel",502671,R,R,88.7,SL,0.96,1.09,0.21,0.44,3,2,strikeout,swinging_strike,3.45,1.66,30.7,swing,whiff,out,1,SL,"Goldschmidt, Paul"
543339,"Hudson, Daniel",502671,R,R,95.1,FF,0.11,2.87,-0.36,1.43,3,1,,foul,3.45,1.66,26.6,swing,foul,out,1,FF,"Goldschmidt, Paul"
543339,"Hudson, Daniel",502671,R,R,95.6,FF,1.49,2.05,-0.57,1.32,2,1,,ball,3.5,1.65,26.2,take,whiff,out,1,FF,"Goldschmidt, Paul"
543339,"Hudson, Daniel",502671,R,R,95.0,FF,-0.05,2.81,-0.47,1.46,2,0,,swinging_strike,3.45,1.66,30.7,swing,whiff,out,1,FF,"Goldschmidt, Paul"
543339,"Hudson, Daniel",502671,R,R,86.6,SL,-0.5,3.59,0.45,0.24,1,0,,ball,3.45,1.69,34.1,take,whiff,out,1,SL,"Goldschmidt, Paul"
543339,"Hudson, Daniel",502671,R,R,95.0,FF,1.35,2.22,-0.46,1.42,0,0,,ball,3.48,1.67,27.4,take,whiff,out,1,FF,"Goldschmidt, Paul"
622503,"Crismatt, Nabil",680977,R,L,81.5,CH,-0.67,2.87,-0.98,-0.29,3,2,strikeout,called_strike,3.24,1.43,34.3,take,whiff,out,0,CH,"Donovan, Brendan"
622503,"Crismatt, Nabil",680977,R,L,74.2,CU,-0.85,2.34,1.13,-1.16,2,2,,ball,3.24,1.52,39.3,take,whiff,out,0,CU,"Donovan, Brendan"
622503,"Crismatt, Nabil",680977,R,L,81.8,CH,-0.54,3.03,-0.62,0.06,2,2,,foul,3.24,1.59,33.2,swing,foul,out,0,CH,"Donovan, Brendan"
622503,"Crismatt, Nabil",680977,R,L,90.9,FF,0.42,2.37,-0.42,0.95,2,2,,foul,3.24,1.59,40.3,swing,foul,out,0,FF,"Donovan, Brendan"
622503,"Crismatt, Nabil",680977,R,L,82.0,CH,0.16,0.75,-1.02,-0.36,2,2,,foul,3.24,1.59,32.1,swing,foul,out,0,CH,"Donovan, Brendan"
622503,"Crismatt, Nabil",680977,R,L,88.9,FF,-0.23,2.14,-0.83,0.97,2,2,,foul,3.24,1.59,37.2,swing,foul,out,0,FF,"Donovan, Brendan"
622503,"Crismatt, Nabil",680977,R,L,81.2,CH,-1.46,2.13,-0.76,-0.04,1,2,,ball,3.35,1.55,32.4,take,whiff,out,0,CH,"Donovan, Brendan"
622503,"Crismatt, Nabil",680977,R,L,81.1,CH,0.13,1.36,-1.02,-0.15,1,1,,foul,3.24,1.59,35.2,swing,foul,out,0,CH,"Donovan, Brendan"
622503,"Crismatt, Nabil",680977,R,L,81.6,CH,-1.08,2.28,-0.76,0.26,0,1,,ball,3.42,1.66,30.3,take,whiff,out,0,CH,"Donovan, Brendan"
622503,"Crismatt, Nabil",680977,R,L,82.0,CH,0.17,2.72,-0.6,0.21,0,0,,called_strike,3.23,1.61,32.7,take,whiff,out,0,CH,"Donovan, Brendan"
622503,"Crismatt, Nabil",691026,R,R,81.8,CH,-0.88,2.64,-1.05,0.06,2,2,field_out,hit_into_play,3.45,1.56,32.4,swing,bip,out,1,CH,"Winn, Masyn"
622503,"Crismatt, Nabil",691026,R,R,82.2,CH,-0.79,0.68,-0.92,-0.1,1,2,,ball,3.45,1.64,33.7,take,whiff,out,1,CH,"Winn, Masyn"
622503,"Crismatt, Nabil",691026,R,R,80.6,CH,0.32,1.38,-0.83,-0.1,1,1,,called_strike,3.58,1.66,32.3,take,whiff,out,1,CH,"Winn, Masyn"
622503,"Crismatt, Nabil",691026,R,R,81.1,CH,0.82,1.56,-0.48,0.12,1,0,,called_strike,3.6,1.62,38.7,take,whiff,out,1,CH,"Winn, Masyn"
622503,"Crismatt, Nabil",691026,R,R,90.8,FF,1.15,1.96,-0.63,1.14,0,0,,ball,3.58,1.72,36.5,take,whiff,out,1,FF,"Winn, Masyn"
622503,"Crismatt, Nabil",687363,R,L,81.6,CH,-0.7,2.55,-1.21,-0.3,0,0,field_out,hit_into_play,3.3,1.5,30.8,swing,bip,out,0,CH,"Scott II, Victor"
622503,"Crismatt, Nabil",691023,R,R,89.0,FF,0.73,2.05,-0.77,0.99,1,1,force_out,hit_into_play,3.79,1.8,32.5,swing,bip,out,1,FF,"Walker, Jordan"
622503,"Crismatt, Nabil",691023,R,R,81.8,CH,-0.05,1.85,-0.84,-0.34,1,0,,foul,3.79,1.8,32.0,swing,foul,out,1,CH,"Walker, Jordan"
622503,"Crismatt, Nabil",691023,R,R,89.3,FF,0.95,1.84,-0.87,1.25,0,0,,ball,3.8,1.83,39.9,take,whiff,out,1,FF,"Walker, Jordan"
622503,"Crismatt, Nabil",676475,R,L,83.0,CH,0.56,1.0,-0.67,-0.18,0,2,strikeout,swinging_strike,3.44,1.61,33.7,swing,whiff,out,0,CH,"Burleson, Alec"
622503,"Crismatt, Nabil",676475,R,L,81.8,CH,-0.29,1.48,-0.98,-0.09,0,1,,foul,3.44,1.61,30.7,swing,foul,out,0,CH,"Burleson, Alec"
622503,"Crismatt, Nabil",676475,R,L,80.9,CH,-0.31,2.53,-0.63,-0.16,0,0,,foul,3.44,1.61,28.7,swing,foul,out,0,CH,"Burleson, Alec"
622503,"Crismatt, Nabil",575929,R,R,82.5,CH,0.72,0.57,-0.63,-0.25,0,2,strikeout,swinging_strike_blocked,3.34,1.52,32.8,swing,whiff,out,1,CH,"Contreras, Willson"
622503,"Crismatt, Nabil",575929,R,R,82.3,CH,0.31,0.72,-0.94,-0.18,0,1,,swinging_strike,3.34,1.52,30.5,swing,whiff,out,1,CH,"Contreras, Willson"
622503,"Crismatt, Nabil",575929,R,R,89.6,FF,0.67,1.61,-0.84,1.14,0,0,,called_strike,3.35,1.57,33.2,take,whiff,out,1,FF,"Contreras, Willson"
622503,"Crismatt, Nabil",571448,R,R,82.3,CH,-0.06,1.85,-0.9,-0.03,1,2,single,hit_into_play,3.38,1.67,33.8,swing,bip,single,1,CH,"Arenado, Nolan"
622503,"Crismatt, Nabil",571448,R,R,82.2,CH,-0.72,2.61,-1.01,-0.25,1,1,,called_strike,3.39,1.78,33.7,take,whiff,out,1,CH,"Arenado, Nolan"
622503,"Crismatt, Nabil",571448,R,R,89.2,FF,1.2,2.18,-0.61,1.12,0,1,,ball,3.39,1.77,35.3,take,whiff,out,1,FF,"Arenado, Nolan"
622503,"Crismatt, Nabil",571448,R,R,82.6,CH,-0.77,2.37,-0.97,-0.08,0,0,,called_strike,3.37,1.76,33.5,take,whiff,out,1,CH,"Arenado, Nolan"
681911,"Vesia, Alex",669357,L,L,93.9,FF,0.29,3.36,0.53,1.65,0,2,strikeout,swinging_strike,3.33,1.58,55.6,swing,whiff,out,1,FF,"Gorman, Nolan"
681911,"Vesia, Alex",669357,L,L,93.2,FF,0.01,3.27,0.53,1.55,0,1,,swinging_strike,3.33,1.58,57.1,swing,whiff,out,1,FF,"Gorman, Nolan"
681911,"Vesia, Alex",669357,L,L,93.2,FF,-0.39,3.33,0.38,1.64,0,0,,called_strike,3.44,1.6,63.6,take,whiff,out,1,FF,"Gorman, Nolan"
681911,"Vesia, Alex",502671,L,R,93.7,FF,-0.07,2.64,0.31,1.57,1,2,catcher_interf,foul,3.45,1.66,59.7,swing,foul,out,0,FF,"Goldschmidt, Paul"
681911,"Vesia, Alex",502671,L,R,85.6,SL,-0.48,2.82,-0.42,0.21,1,1,,called_strike,3.46,1.62,66.2,take,whiff,out,0,SL,"Goldschmidt, Paul"
681911,"Vesia, Alex",502671,L,R,93.6,FF,0.62,2.31,0.52,1.62,1,0,,called_strike,3.5,1.75,58.9,take,whiff,out,0,FF,"Goldschmidt, Paul"
681911,"Vesia, Alex",502671,L,R,92.6,FF,0.13,3.84,0.32,1.47,0,0,,ball,3.46,1.69,59.2,take,whiff,out,0,FF,"Goldschmidt, Paul"
681911,"Vesia, Alex",680977,L,L,92.5,FF,1.86,3.34,0.68,1.41,2,2,hit_by_pitch,hit_by_pitch,3.24,1.59,59.0,take,whiff,out,1,FF,"Donovan, Brendan"
681911,"Vesia, Alex",680977,L,L,84.5,SL,-1.21,1.69,-0.46,0.58,1,2,,ball,3.23,1.48,67.3,take,whiff,out,1,SL,"Donovan, Brendan"
681911,"Vesia, Alex",680977,L,L,85.8,SL,0.39,1.49,-0.29,0.59,1,1,,called_strike,3.23,1.45,64.8,take,whiff,out,1,SL,"Donovan, Brendan"
681911,"Vesia, Alex",680977,L,L,86.6,SL,-0.47,1.15,-0.26,0.65,1,0,,swinging_strike,3.24,1.59,63.7,swing,whiff,out,1,SL,"Donovan, Brendan"
681911,"Vesia, Alex",680977,L,L,93.4,FF,0.18,4.09,0.53,1.52,0,0,,ball,3.22,1.55,63.4,take,whiff,out,1,FF,"Donovan, Brendan"
681911,"Vesia, Alex",691026,L,R,93.2,FF,-0.34,3.71,0.6,1.48,0,2,strikeout,foul_tip,3.45,1.56,58.7,take,whiff,out,0,FF,"Winn, Masyn"
681911,"Vesia, Alex",691026,L,R,92.8,FF,0.12,3.99,0.64,1.61,0,1,,swinging_strike,3.45,1.56,59.8,swing,whiff,out,0,FF,"Winn, Masyn"
